"code","target","feedback","criticality","trust","question"
"ce","Care received","Not feeling alone. I want all the support I can get with Stonebridge, Carlton, NottIngham.","2","Trust A","Trust A - Q2"
"sp","Staff","She was very gentle.","2","Trust A","Trust A - Q2"
"sa","Staff","The staff were very good and always happy to help you. The ward is a lovely place to get better. Make lots of friends on the ward and did lots of activities with them.","3","Trust A","Trust A - Q2"
"sp","Staff","The physio I had was fantastic, really thorough and made me feel comfortable throughout the consultation; which was over video so can sometimes be a little awkward.","3","Trust A","Trust A - Q2"
"mi","Communication","Some members of the team listened to me carefully and responded appropriately and with understanding and sensitivity. They’d clearly read my notes and crisis plan and were treating me in ways I’d asked to be treated.","3","Trust A","Trust A - Q2"
"cr","Care received","Service was clear and concise. About projected plan, trajectory and outcome.","2","Trust A","Trust A - Q2"
"mm","Communication","Team was punctual. Answered questions and took me out daily for a walk which was a main point for me, and being able to speak and voice my concerns.","3","Trust A","Trust A - Q2"
"sa","Staff","The hospital staff was fine.","1","Trust A","Trust A - Q2"
"sp","Staff","Whole experience was very good. Felt at ease with therapist. Made me understand my anxieties and worries. Therapist was lovely and explained things to me so well.","4","Trust A","Trust A - Q2"
"cs","Care received","Helping me understand my mental health and panic/ anxiety, so that I can manage it in the future.","4","Trust A","Trust A - Q2"
"xn","Miscellaneous","Nothing.","0","Trust A","Trust A - Q2"
"ml","Communication","I really felt listened to and felt that they understood my problem. I also feel like I was given options to help me choose the best route to fix it which was good. I can fit it in around my normal day.","4","Trust A","Trust A - Q2"
"cs","Care received","Assessment, advice and support from qualified specialist. Appropriate monitoring and felt involved in my own care.","3","Trust A","Trust A - Q2"
"mi","Communication","Treatment options fully explained clearly, friendly staff and quick treatment.","3","Trust A","Trust A - Q2"
"xn","Miscellaneous","Not anything good. They were full of promises but did not adhere to them.","0","Trust A","Trust A - Q2"
"mm","Communication","The way they came and chatted to me and put me at ease. Giving me advice.","3","Trust A","Trust A - Q2"
"ce","Care received","The way they understand why you are like you are, and why we do the things we do.","3","Trust A","Trust A - Q2"
"sa","Staff","The people were nice who came to see me.","1","Trust A","Trust A - Q2"
"ss","Staff","The staff are amazing on the ward. Lisa and Tina keep us going with things to do. I made a blanket with a fellow patient during my stay and it’s was for the hospice.","3","Trust A","Trust A - Q2"
"ss","Staff","As usual the staff was excellent and helpful and would do anything for you. Made a few friends from my stay on the ward. My husband visiting was excellent.","3","Trust A","Trust A - Q2"
"ss","Staff","The ward was fine. Very clean. Staff were helpful and friendly.","3","Trust A","Trust A - Q2"
"ce","Care received","Good at explaining different aspects of care, and reducing anxiety.","3","Trust A","Trust A - Q2"
"ml","Communication","Active listening. Empathy.","3","Trust A","Trust A - Q2"
"cc","Care received","Explored each question and answer.","2","Trust A","Trust A - Q2"
"mm","Communication","The way the issues affecting me were bought to light and explained.","3","Trust A","Trust A - Q2"
"sa","Staff","Lovely and friendly, gave lots of confidence, very professional.","3","Trust A","Trust A - Q2"
"xe","Miscellaneous","Everything, felt so looked after.","3","Trust A","Trust A - Q2"
"sp","Staff","Everything from the initial pre-operation to getting ready for the operation, the operation itself and aftercare.  I cannot thank all the staff enough, very highly professional.","4","Trust A","Trust A - Q2"
"sp","Staff","Very professional team, friendly and put you at ease before and during surgery, thank you","3","Trust A","Trust A - Q2"
"xe","Miscellaneous","Everything Could do with the ladys holding my hand","3","Trust A","Trust A - Q2"
"sa","Staff","very friendly","3","Trust A","Trust A - Q2"
"cc","Care received","Everything. Always very happy with the care the nurses provide me. Thank you NHS in this covid out break well done to you all.","4","Trust A","Trust A - Q2"
"cc","Care received","I was very well looked after","3","Trust A","Trust A - Q2"
"cc","Care received","You are doing everything you can for me. I don't think you can do any better. My leg is improving and I have been able to reduce my visits","3","Trust A","Trust A - Q2"
"mi","Communication","You explain everything fully put me at ease are not condescending and have put me in touch with other services for another problem","4","Trust A","Trust A - Q2"
"cc","Care received","everything is ok for me","2","Trust A","Trust A - Q2"
"cc","Care received","treatment is excellent. Give me good advice. You are understanding and have good knowledge.","3","Trust A","Trust A - Q2"
"sa","Staff","You are always cheerful and efficient.","3","Trust A","Trust A - Q2"
"cp","Care received","You look after my leg and I enjoy the banter with you.","2","Trust A","Trust A - Q2"
"cc","Care received","Spot on. Prompt and fair.","2","Trust A","Trust A - Q2"
"ce","Care received","Very kind and helpful. I was happy with everything.","3","Trust A","Trust A - Q2"
"sa","Staff","Nurse very kind. Arranged collection of equipment very quickly which was causing stress from Red Cross (told could not collect until Jan 2021)","3","Trust A","Trust A - Q2"
"cl","Care received","Thank you for everything you have done these past two weeks, I wouldn't of coped without your team.","4","Trust A","Trust A - Q2"
"ce","Care received","Making me and my wife feel comfortable. Being organised and reassuring me.","3","Trust A","Trust A - Q2"
"xe","Miscellaneous","Everything was excellent.","4","Trust A","Trust A - Q2"
"sa","Staff","Friendly, polite","2","Trust A","Trust A - Q2"
"xe","Miscellaneous","Everything","2","Trust A","Trust A - Q2"
"mi","Communication","Vanessa, the nurse who helped me explained the exercises to me very well and clearly over the telephone. I'll continue to do the exercises now the course has ended as I feel fitter and want to keep independent as possible. there was nothing you could have done better in the circumstances that the country is in with Covid 19 virus as group excercises cannot be held. You have to do your best and leave the rest as my mother would have said. So thank you very much for helping me.","1","Trust A","Trust A - Q2"
"cp","Care received","Improved my mobility. I will carry on with the exercises as shown. Thanks for your help.","1","Trust A","Trust A - Q2"
"co","Care received","Faye is the most helpful and we can contact her anytime woth any questions, concerns etc. A very positive and friendly member of staff, very informative and proficient. Returns all our calls. Amazing lady.","4","Trust A","Trust A - Q2"
"co","Care received","That nurse G was there for me. She was very helpful, kept me informed, was polite & kind. She explained things to me, was able to work around my timetable & my family life. Always smart, dependable & trustworthy. Made me feel at ease & kept me focused on the present time.","4","Trust A","Trust A - Q2"
"cm","Care received","Suggested increase in medication","2","Trust A","Trust A - Q2"
"wa","Access","Being on time. Help with medication","1","Trust A","Trust A - Q2"
"sp","Staff","Patricia is my CPN. Without her exceptional care the outcome of my depression could have been very different","4","Trust A","Trust A - Q2"
"cs","Care received","Provided support quickly & regularly","3","Trust A","Trust A - Q2"
"sp","Staff","I really appreciate my keyworker/CPN Peter. He is fantastic at listening to me, he really helped me a lot.","4","Trust A","Trust A - Q2"
"sa","Staff","Staff very friendly & enthusiastic & were approachable when needed. Food really good, catering staff very kind ","3","Trust A","Trust A - Q2"
"sp","Staff","Faye, Dads CPN is the most amazing, helpful and very caring person we could ever wish for and thankful for. She is a huge credit to the team","4","Trust A","Trust A - Q2"
"mi","Communication","Clarity","1","Trust A","Trust A - Q2"
"ml","Communication","Listening & showing true interest in my well being","3","Trust A","Trust A - Q2"
